id_evento,volcan,region,fecha_evento,magnitud,nivel_peligro
2704,Calbuco,Biobío,2027-05-27,4.63,Verde
2705,Llaima,Los Lagos,2027-05-28,6.68,Naranja
2706,Llaima,Los Lagos,2027-05-29,3.13,Verde
2707,Osorno,Los Lagos,2027-05-30,3.68,Amarillo
2708,Tupungatito,Metropolitana,2027-05-31,5.15,Verde
2709,Tupungatito,Metropolitana,2027-06-01,7.35,Amarillo
2710,Osorno,Maule,2027-06-02,1.61,Verde
2711,Osorno,Biobío,2027-06-03,5.86,Verde
2712,Villarrica,Maule,2027-06-04,3.75,Rojo
2713,Lonquimay,Araucanía,2027-06-05,7.99,Amarillo
2714,Lonquimay,Araucanía,2027-06-06,5.86,Naranja
2715,Tupungatito,Biobío,2027-06-07,4.9,Verde
2716,Nevados de Chillán,Los Lagos,2027-06-08,6.47,Verde
2717,Tupungatito,Maule,2027-06-09,4.41,Verde
2718,Tupungatito,Maule,2027-06-10,6.17,Amarillo
2719,Osorno,Los Lagos,2027-06-11,7.15,Amarillo
2720,Calbuco,Araucanía,2027-06-12,6.87,Verde
2721,Tupungatito,Araucanía,2027-06-13,5.98,Amarillo
2722,Osorno,Biobío,2027-06-14,4.03,Verde
2723,Villarrica,Biobío,2027-06-15,5.54,Verde
2724,Calbuco,Maule,2027-06-16,3.2,Amarillo
2725,Villarrica,Metropolitana,2027-06-17,4.56,Verde
2726,Villarrica,Biobío,2027-06-18,7.86,Amarillo
2727,Nevados de Chillán,Metropolitana,2027-06-19,3.9,Verde
2728,Osorno,Metropolitana,2027-06-20,1.12,Verde
2729,Llaima,Araucanía,2027-06-21,6.07,Verde
2730,Tupungatito,Biobío,2027-06-22,7.53,Naranja
2731,Nevados de Chillán,Los Lagos,2027-06-23,5.63,Verde
2732,Llaima,Metropolitana,2027-06-24,3.68,Verde
2733,Llaima,Araucanía,2027-06-25,7.75,Verde
2734,Tupungatito,Araucanía,2027-06-26,5.08,Naranja
2735,Llaima,Los Lagos,2027-06-27,5.39,Verde
2736,Tupungatito,Metropolitana,2027-06-28,7.87,Amarillo
2737,Villarrica,Metropolitana,2027-06-29,3.5,Amarillo
2738,Villarrica,Metropolitana,2027-06-30,4.37,Verde
2739,Osorno,Metropolitana,2027-07-01,1.73,Verde
2740,Osorno,Araucanía,2027-07-02,7.34,Verde
2741,Nevados de Chillán,Metropolitana,2027-07-03,2.07,Verde
2742,Llaima,Araucanía,2027-07-04,6.25,Verde
2743,Nevados de Chillán,Araucanía,2027-07-05,6.08,Amarillo
2744,Llaima,Araucanía,2027-07-06,1.03,Verde
2745,Llaima,Biobío,2027-07-07,3.14,Verde
2746,Osorno,Biobío,2027-07-08,1.19,Verde
2747,Osorno,Araucanía,2027-07-09,2.72,Verde
2748,Osorno,Maule,2027-07-10,4.91,Verde
2749,Calbuco,Araucanía,2027-07-11,4.0,Verde
2750,Calbuco,Metropolitana,2027-07-12,3.49,Naranja
2751,Nevados de Chillán,Araucanía,2027-07-13,6.75,Verde
2752,Lonquimay,Maule,2027-07-14,5.66,Verde
2753,Tupungatito,Los Lagos,2027-07-15,7.19,Amarillo
2754,Osorno,Los Lagos,2027-07-16,2.83,Naranja
2755,Nevados de Chillán,Los Lagos,2027-07-17,2.89,Verde
2756,Llaima,Biobío,2027-07-18,2.39,Naranja
2757,Tupungatito,Araucanía,2027-07-19,7.83,Naranja
2758,Calbuco,Los Lagos,2027-07-20,2.86,Verde
2759,Calbuco,Metropolitana,2027-07-21,5.9,Verde
2760,Llaima,Araucanía,2027-07-22,4.13,Amarillo
2761,Villarrica,Maule,2027-07-23,1.85,Verde
2762,Tupungatito,Maule,2027-07-24,1.95,Amarillo
2763,Calbuco,Maule,2027-07-25,1.19,Verde
2764,Osorno,Los Lagos,2027-07-26,4.46,Verde
2765,Villarrica,Araucanía,2027-07-27,3.91,Verde
2766,Tupungatito,Araucanía,2027-07-28,3.33,Amarillo
2767,Calbuco,Los Lagos,2027-07-29,7.71,Verde
2768,Villarrica,Biobío,2027-07-30,5.29,Amarillo
2769,Tupungatito,Los Lagos,2027-07-31,3.95,Amarillo
2770,Tupungatito,Araucanía,2027-08-01,1.02,Amarillo
2771,Calbuco,Los Lagos,2027-08-02,4.01,Amarillo
2772,Villarrica,Metropolitana,2027-08-03,5.25,Amarillo
2773,Nevados de Chillán,Metropolitana,2027-08-04,4.32,Verde
2774,Villarrica,Araucanía,2027-08-05,4.78,Naranja
2775,Nevados de Chillán,Biobío,2027-08-06,4.51,Naranja
2776,Llaima,Biobío,2027-08-07,7.0,Verde
2777,Tupungatito,Los Lagos,2027-08-08,2.44,Verde
2778,Tupungatito,Maule,2027-08-09,2.13,Verde
2779,Nevados de Chillán,Araucanía,2027-08-10,4.07,Verde
2780,Villarrica,Metropolitana,2027-08-11,1.15,Verde
2781,Osorno,Araucanía,2027-08-12,2.41,Verde
2782,Villarrica,Los Lagos,2027-08-13,5.94,Naranja
2783,Nevados de Chillán,Metropolitana,2027-08-14,4.99,Rojo
2784,Nevados de Chillán,Metropolitana,2027-08-15,6.15,Amarillo
2785,Osorno,Biobío,2027-08-16,6.75,Naranja
2786,Osorno,Araucanía,2027-08-17,2.43,Naranja
2787,Osorno,Metropolitana,2027-08-18,6.72,Rojo
2788,Osorno,Araucanía,2027-08-19,2.69,Amarillo
2789,Villarrica,Maule,2027-08-20,7.28,Verde
2790,Llaima,Biobío,2027-08-21,4.86,Amarillo
2791,Villarrica,Los Lagos,2027-08-22,2.35,Verde
2792,Calbuco,Biobío,2027-08-23,5.69,Amarillo
2793,Osorno,Maule,2027-08-24,3.03,Verde
2794,Calbuco,Maule,2027-08-25,5.67,Verde
2795,Osorno,Biobío,2027-08-26,6.0,Verde
2796,Llaima,Metropolitana,2027-08-27,6.72,Amarillo
2797,Tupungatito,Biobío,2027-08-28,7.98,Verde
2798,Tupungatito,Los Lagos,2027-08-29,7.24,Verde
2799,Villarrica,Metropolitana,2027-08-30,7.92,Verde
2800,Llaima,Biobío,2027-08-31,2.62,Amarillo
2801,Villarrica,Biobío,2027-09-01,5.47,Amarillo
2802,Calbuco,Metropolitana,2027-09-02,2.74,Verde
2803,Calbuco,Biobío,2027-09-03,2.54,Amarillo
2804,Villarrica,Los Lagos,2027-09-04,2.32,Verde
2805,Calbuco,Metropolitana,2027-09-05,3.38,Verde
2806,Llaima,Biobío,2027-09-06,7.54,Verde
2807,Osorno,Biobío,2027-09-07,4.08,Verde
2808,Osorno,Maule,2027-09-08,4.26,Amarillo
2809,Calbuco,Maule,2027-09-09,4.75,Verde
2810,Osorno,Araucanía,2027-09-10,6.4,Amarillo
2811,Calbuco,Metropolitana,2027-09-11,6.54,Verde
2812,Calbuco,Maule,2027-09-12,1.86,Amarillo
2813,Calbuco,Metropolitana,2027-09-13,6.49,Verde
2814,Calbuco,Maule,2027-09-14,1.98,Verde
2815,Llaima,Maule,2027-09-15,7.46,Verde
2816,Calbuco,Metropolitana,2027-09-16,3.31,Amarillo
2817,Nevados de Chillán,Araucanía,2027-09-17,4.92,Verde
2818,Llaima,Biobío,2027-09-18,1.31,Naranja
2819,Nevados de Chillán,Metropolitana,2027-09-19,3.34,Verde
2820,Osorno,Araucanía,2027-09-20,1.34,Verde
2821,Lonquimay,Araucanía,2027-09-21,4.03,Amarillo
2822,Nevados de Chillán,Maule,2027-09-22,1.47,Naranja
2823,Villarrica,Biobío,2027-09-23,6.24,Amarillo
2824,Osorno,Maule,2027-09-24,2.26,Verde
2825,Lonquimay,Metropolitana,2027-09-25,6.71,Verde
2826,Tupungatito,Metropolitana,2027-09-26,3.63,Verde
2827,Lonquimay,Metropolitana,2027-09-27,6.88,Rojo
2828,Nevados de Chillán,Metropolitana,2027-09-28,4.18,Verde
2829,Nevados de Chillán,Maule,2027-09-29,2.04,Naranja
2830,Osorno,Metropolitana,2027-09-30,4.98,Naranja
2831,Nevados de Chillán,Biobío,2027-10-01,7.99,Naranja
2832,Nevados de Chillán,Araucanía,2027-10-02,5.73,Rojo
2833,Llaima,Los Lagos,2027-10-03,4.27,Naranja
2834,Calbuco,Metropolitana,2027-10-04,7.24,Amarillo
2835,Tupungatito,Los Lagos,2027-10-05,5.28,Amarillo
2836,Nevados de Chillán,Araucanía,2027-10-06,1.79,Amarillo
2837,Calbuco,Biobío,2027-10-07,7.48,Amarillo
2838,Lonquimay,Metropolitana,2027-10-08,6.07,Amarillo
2839,Nevados de Chillán,Metropolitana,2027-10-09,3.3,Amarillo
2840,Calbuco,Maule,2027-10-10,6.81,Amarillo
2841,Lonquimay,Maule,2027-10-11,1.93,Verde
2842,Nevados de Chillán,Metropolitana,2027-10-12,2.85,Verde
2843,Osorno,Araucanía,2027-10-13,1.74,Amarillo
2844,Villarrica,Metropolitana,2027-10-14,7.63,Amarillo
2845,Villarrica,Los Lagos,2027-10-15,7.21,Amarillo
2846,Tupungatito,Biobío,2027-10-16,4.69,Verde
2847,Calbuco,Araucanía,2027-10-17,6.72,Naranja
2848,Lonquimay,Biobío,2027-10-18,7.4,Naranja
2849,Calbuco,Biobío,2027-10-19,4.97,Amarillo
2850,Villarrica,Metropolitana,2027-10-20,6.45,Verde
2851,Tupungatito,Los Lagos,2027-10-21,5.0,Verde
2852,Villarrica,Los Lagos,2027-10-22,4.22,Verde
2853,Nevados de Chillán,Metropolitana,2027-10-23,7.53,Verde
2854,Nevados de Chillán,Araucanía,2027-10-24,2.38,Amarillo
2855,Calbuco,Maule,2027-10-25,7.27,Naranja
2856,Llaima,Araucanía,2027-10-26,7.36,Verde
2857,Osorno,Araucanía,2027-10-27,6.32,Amarillo
2858,Villarrica,Biobío,2027-10-28,5.13,Verde
2859,Calbuco,Araucanía,2027-10-29,1.02,Verde
2860,Llaima,Los Lagos,2027-10-30,6.11,Verde
2861,Lonquimay,Maule,2027-10-31,2.13,Naranja
2862,Villarrica,Metropolitana,2027-11-01,2.86,Amarillo
2863,Tupungatito,Araucanía,2027-11-02,3.86,Rojo
2864,Osorno,Metropolitana,2027-11-03,7.82,Amarillo
2865,Nevados de Chillán,Araucanía,2027-11-04,2.48,Verde
2866,Tupungatito,Metropolitana,2027-11-05,3.64,Verde
2867,Villarrica,Metropolitana,2027-11-06,3.38,Rojo
2868,Villarrica,Maule,2027-11-07,4.59,Verde
2869,Nevados de Chillán,Metropolitana,2027-11-08,3.12,Verde
2870,Llaima,Maule,2027-11-09,7.1,Verde
2871,Calbuco,Biobío,2027-11-10,2.53,Naranja
2872,Tupungatito,Los Lagos,2027-11-11,3.81,Verde
2873,Villarrica,Biobío,2027-11-12,1.63,Naranja
2874,Nevados de Chillán,Los Lagos,2027-11-13,4.81,Amarillo
2875,Lonquimay,Los Lagos,2027-11-14,7.09,Verde
2876,Villarrica,Los Lagos,2027-11-15,5.76,Amarillo
2877,Tupungatito,Biobío,2027-11-16,1.49,Amarillo
2878,Villarrica,Maule,2027-11-17,5.01,Verde
2879,Calbuco,Los Lagos,2027-11-18,4.55,Amarillo
2880,Osorno,Araucanía,2027-11-19,7.83,Amarillo
2881,Osorno,Biobío,2027-11-20,1.81,Amarillo
2882,Nevados de Chillán,Los Lagos,2027-11-21,3.54,Verde
2883,Llaima,Maule,2027-11-22,6.63,Amarillo
2884,Nevados de Chillán,Biobío,2027-11-23,1.71,Verde
2885,Nevados de Chillán,Los Lagos,2027-11-24,5.4,Amarillo
2886,Nevados de Chillán,Los Lagos,2027-11-25,7.1,Amarillo
2887,Tupungatito,Araucanía,2027-11-26,1.71,Amarillo
2888,Llaima,Biobío,2027-11-27,3.07,Rojo
2889,Osorno,Los Lagos,2027-11-28,7.26,Verde
2890,Osorno,Biobío,2027-11-29,6.27,Naranja
2891,Llaima,Los Lagos,2027-11-30,6.62,Verde
2892,Nevados de Chillán,Los Lagos,2027-12-01,5.12,Amarillo
2893,Llaima,Maule,2027-12-02,1.89,Amarillo
2894,Villarrica,Los Lagos,2027-12-03,7.37,Rojo
2895,Osorno,Metropolitana,2027-12-04,3.01,Verde
2896,Villarrica,Biobío,2027-12-05,1.58,Verde
2897,Lonquimay,Los Lagos,2027-12-06,3.57,Verde
2898,Lonquimay,Los Lagos,2027-12-07,6.74,Verde
2899,Lonquimay,Araucanía,2027-12-08,3.19,Rojo
2900,Osorno,Maule,2027-12-09,3.13,Verde
2901,Nevados de Chillán,Metropolitana,2027-12-10,6.15,Naranja
2902,Calbuco,Maule,2027-12-11,3.86,Naranja
2903,Villarrica,Los Lagos,2027-12-12,1.95,Amarillo
2904,Nevados de Chillán,Maule,2027-12-13,3.15,Verde
2905,Tupungatito,Maule,2027-12-14,2.07,Verde
2906,Osorno,Biobío,2027-12-15,7.29,Amarillo
2907,Lonquimay,Los Lagos,2027-12-16,7.87,Amarillo
2908,Lonquimay,Biobío,2027-12-17,4.08,Verde
2909,Villarrica,Araucanía,2027-12-18,2.35,Amarillo
2910,Osorno,Metropolitana,2027-12-19,2.96,Verde
2911,Villarrica,Araucanía,2027-12-20,7.63,Verde
2912,Llaima,Maule,2027-12-21,1.86,Amarillo
2913,Osorno,Araucanía,2027-12-22,2.4,Naranja
2914,Nevados de Chillán,Maule,2027-12-23,3.66,Amarillo
2915,Llaima,Biobío,2027-12-24,4.37,Amarillo
2916,Tupungatito,Biobío,2027-12-25,1.55,Naranja
2917,Villarrica,Maule,2027-12-26,1.52,Verde
2918,Tupungatito,Los Lagos,2027-12-27,4.78,Verde
2919,Lonquimay,Los Lagos,2027-12-28,6.77,Naranja
2920,Villarrica,Araucanía,2027-12-29,5.97,Amarillo
2921,Lonquimay,Biobío,2027-12-30,7.7,Verde
2922,Nevados de Chillán,Maule,2027-12-31,2.25,Amarillo
2923,Lonquimay,Metropolitana,2028-01-01,7.35,Amarillo
2924,Villarrica,Metropolitana,2028-01-02,2.56,Amarillo
2925,Villarrica,Araucanía,2028-01-03,6.11,Amarillo
2926,Osorno,Los Lagos,2028-01-04,5.63,Amarillo
2927,Villarrica,Biobío,2028-01-05,3.78,Verde
2928,Llaima,Biobío,2028-01-06,5.87,Verde
2929,Nevados de Chillán,Maule,2028-01-07,4.57,Amarillo
2930,Tupungatito,Maule,2028-01-08,1.96,Verde
2931,Nevados de Chillán,Maule,2028-01-09,7.65,Verde
2932,Osorno,Biobío,2028-01-10,6.43,Amarillo
2933,Llaima,Biobío,2028-01-11,6.2,Rojo
2934,Calbuco,Los Lagos,2028-01-12,5.44,Verde
2935,Osorno,Araucanía,2028-01-13,4.92,Verde
2936,Nevados de Chillán,Biobío,2028-01-14,2.73,Rojo
2937,Calbuco,Maule,2028-01-15,1.73,Verde
2938,Osorno,Los Lagos,2028-01-16,6.88,Amarillo
2939,Osorno,Araucanía,2028-01-17,5.91,Naranja
2940,Osorno,Metropolitana,2028-01-18,4.6,Verde
2941,Osorno,Maule,2028-01-19,7.45,Verde
2942,Llaima,Biobío,2028-01-20,1.08,Verde
2943,Tupungatito,Metropolitana,2028-01-21,6.86,Naranja
2944,Calbuco,Biobío,2028-01-22,3.78,Verde
2945,Tupungatito,Biobío,2028-01-23,6.97,Amarillo
2946,Osorno,Los Lagos,2028-01-24,2.13,Verde
2947,Lonquimay,Los Lagos,2028-01-25,1.18,Amarillo
2948,Tupungatito,Biobío,2028-01-26,2.94,Amarillo
2949,Osorno,Maule,2028-01-27,7.62,Verde
2950,Calbuco,Biobío,2028-01-28,6.43,Amarillo
2951,Tupungatito,Metropolitana,2028-01-29,5.93,Verde
2952,Tupungatito,Biobío,2028-01-30,5.59,Verde
2953,Llaima,Los Lagos,2028-01-31,2.92,Amarillo
2954,Llaima,Los Lagos,2028-02-01,7.6,Verde
2955,Villarrica,Maule,2028-02-02,2.23,Naranja
2956,Villarrica,Los Lagos,2028-02-03,2.63,Verde
2957,Villarrica,Maule,2028-02-04,6.46,Naranja
2958,Llaima,Biobío,2028-02-05,3.07,Rojo
2959,Nevados de Chillán,Araucanía,2028-02-06,2.09,Verde
2960,Lonquimay,Araucanía,2028-02-07,5.03,Naranja
2961,Tupungatito,Araucanía,2028-02-08,2.37,Verde
2962,Villarrica,Araucanía,2028-02-09,7.81,Amarillo
2963,Villarrica,Metropolitana,2028-02-10,6.73,Verde
2964,Tupungatito,Los Lagos,2028-02-11,5.41,Verde
2965,Lonquimay,Metropolitana,2028-02-12,3.13,Verde
2966,Villarrica,Metropolitana,2028-02-13,6.23,Amarillo
2967,Lonquimay,Maule,2028-02-14,1.48,Amarillo
2968,Lonquimay,Araucanía,2028-02-15,1.2,Amarillo
2969,Nevados de Chillán,Maule,2028-02-16,5.79,Rojo
2970,Nevados de Chillán,Los Lagos,2028-02-17,1.48,Naranja
2971,Villarrica,Metropolitana,2028-02-18,5.33,Verde
2972,Calbuco,Los Lagos,2028-02-19,7.26,Verde
2973,Calbuco,Araucanía,2028-02-20,4.31,Amarillo
2974,Tupungatito,Maule,2028-02-21,1.57,Amarillo
2975,Nevados de Chillán,Los Lagos,2028-02-22,4.7,Amarillo
2976,Llaima,Biobío,2028-02-23,2.56,Verde
2977,Calbuco,Maule,2028-02-24,3.31,Amarillo
2978,Osorno,Metropolitana,2028-02-25,3.7,Amarillo
2979,Tupungatito,Maule,2028-02-26,6.97,Verde
2980,Llaima,Los Lagos,2028-02-27,6.46,Naranja
2981,Llaima,Biobío,2028-02-28,2.38,Verde
2982,Llaima,Metropolitana,2028-02-29,4.88,Amarillo
2983,Villarrica,Maule,2028-03-01,3.38,Amarillo
2984,Tupungatito,Araucanía,2028-03-02,6.02,Naranja
2985,Calbuco,Metropolitana,2028-03-03,5.64,Verde
2986,Osorno,Maule,2028-03-04,7.02,Verde
2987,Lonquimay,Metropolitana,2028-03-05,1.71,Amarillo
2988,Calbuco,Los Lagos,2028-03-06,1.65,Naranja
2989,Villarrica,Biobío,2028-03-07,5.14,Rojo
2990,Calbuco,Metropolitana,2028-03-08,4.52,Verde
2991,Tupungatito,Biobío,2028-03-09,5.26,Amarillo
2992,Tupungatito,Los Lagos,2028-03-10,6.3,Verde
2993,Tupungatito,Araucanía,2028-03-11,5.67,Verde
2994,Lonquimay,Los Lagos,2028-03-12,6.03,Rojo
2995,Osorno,Metropolitana,2028-03-13,3.09,Verde
2996,Nevados de Chillán,Maule,2028-03-14,4.92,Verde
2997,Villarrica,Biobío,2028-03-15,5.16,Verde
2998,Osorno,Biobío,2028-03-16,1.07,Amarillo
2999,Villarrica,Araucanía,2028-03-17,2.59,Verde
3000,Osorno,Los Lagos,2028-03-18,2.24,Amarillo
3001,Tupungatito,Araucanía,2028-03-19,3.95,Amarillo
3002,Osorno,Metropolitana,2028-03-20,2.74,Amarillo
3003,Tupungatito,Biobío,2028-03-21,7.5,Verde
3004,Lonquimay,Metropolitana,2028-03-22,2.76,Amarillo
3005,Osorno,Maule,2028-03-23,3.44,Amarillo
3006,Tupungatito,Metropolitana,2028-03-24,2.76,Naranja
3007,Nevados de Chillán,Biobío,2028-03-25,5.97,Verde
3008,Calbuco,Araucanía,2028-03-26,3.89,Amarillo
3009,Calbuco,Araucanía,2028-03-27,2.57,Rojo
3010,Osorno,Biobío,2028-03-28,3.1,Amarillo
3011,Tupungatito,Araucanía,2028-03-29,7.24,Verde
3012,Nevados de Chillán,Araucanía,2028-03-30,5.77,Verde
3013,Lonquimay,Biobío,2028-03-31,6.46,Amarillo
3014,Tupungatito,Metropolitana,2028-04-01,3.89,Amarillo
3015,Osorno,Metropolitana,2028-04-02,6.52,Naranja
3016,Calbuco,Biobío,2028-04-03,4.87,Amarillo
3017,Calbuco,Los Lagos,2028-04-04,3.34,Naranja
3018,Calbuco,Maule,2028-04-05,6.02,Naranja
3019,Tupungatito,Maule,2028-04-06,6.07,Verde
3020,Lonquimay,Los Lagos,2028-04-07,6.13,Amarillo
3021,Lonquimay,Maule,2028-04-08,7.63,Amarillo
3022,Villarrica,Los Lagos,2028-04-09,5.49,Amarillo
3023,Nevados de Chillán,Metropolitana,2028-04-10,6.87,Naranja
3024,Llaima,Los Lagos,2028-04-11,7.79,Amarillo
3025,Villarrica,Araucanía,2028-04-12,1.76,Amarillo
3026,Nevados de Chillán,Araucanía,2028-04-13,5.18,Amarillo
3027,Tupungatito,Maule,2028-04-14,7.56,Amarillo
3028,Llaima,Maule,2028-04-15,1.63,Amarillo
3029,Lonquimay,Maule,2028-04-16,4.52,Verde
3030,Osorno,Biobío,2028-04-17,6.12,Verde
3031,Tupungatito,Araucanía,2028-04-18,7.05,Verde
3032,Osorno,Biobío,2028-04-19,7.65,Verde
3033,Osorno,Biobío,2028-04-20,1.62,Verde
3034,Nevados de Chillán,Biobío,2028-04-21,3.56,Verde
3035,Tupungatito,Biobío,2028-04-22,4.94,Verde
3036,Villarrica,Araucanía,2028-04-23,5.32,Naranja
3037,Lonquimay,Metropolitana,2028-04-24,6.38,Naranja
3038,Calbuco,Biobío,2028-04-25,7.82,Verde
3039,Tupungatito,Araucanía,2028-04-26,2.76,Amarillo
3040,Villarrica,Araucanía,2028-04-27,5.37,Amarillo
3041,Osorno,Metropolitana,2028-04-28,7.3,Amarillo
3042,Osorno,Maule,2028-04-29,7.47,Amarillo
3043,Nevados de Chillán,Los Lagos,2028-04-30,6.09,Naranja
3044,Villarrica,Biobío,2028-05-01,1.32,Amarillo
3045,Llaima,Maule,2028-05-02,6.14,Amarillo
3046,Nevados de Chillán,Araucanía,2028-05-03,7.63,Verde
3047,Llaima,Maule,2028-05-04,7.81,Verde
3048,Calbuco,Biobío,2028-05-05,6.05,Amarillo
3049,Nevados de Chillán,Los Lagos,2028-05-06,1.24,Verde
3050,Llaima,Biobío,2028-05-07,7.74,Verde
3051,Osorno,Los Lagos,2028-05-08,2.67,Amarillo
3052,Lonquimay,Metropolitana,2028-05-09,5.64,Amarillo
3053,Villarrica,Los Lagos,2028-05-10,1.52,Amarillo
3054,Llaima,Biobío,2028-05-11,7.92,Verde
3055,Llaima,Biobío,2028-05-12,6.48,Amarillo
3056,Lonquimay,Biobío,2028-05-13,2.94,Naranja
3057,Lonquimay,Biobío,2028-05-14,7.37,Verde
3058,Osorno,Metropolitana,2028-05-15,4.95,Verde
3059,Osorno,Los Lagos,2028-05-16,2.34,Amarillo
3060,Lonquimay,Araucanía,2028-05-17,4.09,Amarillo
3061,Lonquimay,Metropolitana,2028-05-18,4.15,Verde
3062,Calbuco,Los Lagos,2028-05-19,2.28,Verde
3063,Nevados de Chillán,Maule,2028-05-20,1.66,Verde
3064,Llaima,Metropolitana,2028-05-21,7.83,Verde
3065,Nevados de Chillán,Maule,2028-05-22,6.97,Naranja
3066,Nevados de Chillán,Maule,2028-05-23,7.05,Verde
3067,Nevados de Chillán,Biobío,2028-05-24,7.88,Amarillo
3068,Tupungatito,Los Lagos,2028-05-25,2.83,Amarillo
3069,Llaima,Los Lagos,2028-05-26,3.38,Amarillo
3070,Lonquimay,Araucanía,2028-05-27,6.92,Amarillo
3071,Llaima,Maule,2028-05-28,6.66,Naranja
3072,Lonquimay,Los Lagos,2028-05-29,3.68,Verde
3073,Llaima,Maule,2028-05-30,1.74,Verde
3074,Osorno,Maule,2028-05-31,4.67,Amarillo
3075,Nevados de Chillán,Metropolitana,2028-06-01,7.41,Verde
3076,Calbuco,Los Lagos,2028-06-02,4.3,Amarillo
3077,Villarrica,Maule,2028-06-03,1.75,Verde
3078,Llaima,Maule,2028-06-04,7.32,Amarillo
3079,Calbuco,Los Lagos,2028-06-05,4.07,Naranja
3080,Villarrica,Metropolitana,2028-06-06,5.7,Verde
3081,Nevados de Chillán,Los Lagos,2028-06-07,3.5,Naranja
3082,Calbuco,Araucanía,2028-06-08,1.41,Amarillo
3083,Calbuco,Araucanía,2028-06-09,3.89,Amarillo
3084,Nevados de Chillán,Araucanía,2028-06-10,5.23,Verde
3085,Calbuco,Maule,2028-06-11,3.48,Amarillo
3086,Lonquimay,Maule,2028-06-12,7.95,Amarillo
3087,Villarrica,Biobío,2028-06-13,4.33,Naranja
3088,Lonquimay,Los Lagos,2028-06-14,6.62,Verde
3089,Llaima,Metropolitana,2028-06-15,7.33,Amarillo
3090,Tupungatito,Maule,2028-06-16,1.22,Verde
3091,Llaima,Los Lagos,2028-06-17,2.16,Amarillo
3092,Nevados de Chillán,Metropolitana,2028-06-18,5.93,Amarillo
3093,Villarrica,Biobío,2028-06-19,7.81,Verde
3094,Osorno,Metropolitana,2028-06-20,6.57,Verde
3095,Calbuco,Maule,2028-06-21,6.12,Amarillo
3096,Villarrica,Los Lagos,2028-06-22,6.88,Verde
3097,Osorno,Los Lagos,2028-06-23,1.29,Rojo
3098,Villarrica,Biobío,2028-06-24,1.45,Verde
3099,Osorno,Los Lagos,2028-06-25,6.79,Naranja
3100,Villarrica,Metropolitana,2028-06-26,1.81,Verde
3101,Llaima,Biobío,2028-06-27,6.63,Verde
3102,Osorno,Araucanía,2028-06-28,3.18,Verde
3103,Llaima,Biobío,2028-06-29,1.92,Amarillo
3104,Llaima,Los Lagos,2028-06-30,1.31,Verde
3105,Villarrica,Biobío,2028-07-01,1.03,Amarillo
3106,Tupungatito,Los Lagos,2028-07-02,6.34,Amarillo
3107,Calbuco,Maule,2028-07-03,2.02,Verde
3108,Llaima,Biobío,2028-07-04,1.27,Verde
3109,Villarrica,Maule,2028-07-05,7.31,Amarillo
3110,Tupungatito,Los Lagos,2028-07-06,2.57,Amarillo
3111,Calbuco,Biobío,2028-07-07,7.79,Verde
3112,Nevados de Chillán,Los Lagos,2028-07-08,6.78,Verde
3113,Llaima,Los Lagos,2028-07-09,6.89,Verde
3114,Osorno,Maule,2028-07-10,2.59,Naranja
3115,Tupungatito,Maule,2028-07-11,3.22,Verde
3116,Tupungatito,Los Lagos,2028-07-12,4.32,Amarillo
3117,Tupungatito,Los Lagos,2028-07-13,6.94,Verde
3118,Osorno,Metropolitana,2028-07-14,1.27,Naranja
3119,Calbuco,Biobío,2028-07-15,6.7,Verde
3120,Llaima,Biobío,2028-07-16,3.06,Amarillo
3121,Nevados de Chillán,Biobío,2028-07-17,4.03,Verde
3122,Nevados de Chillán,Araucanía,2028-07-18,7.13,Verde
3123,Calbuco,Biobío,2028-07-19,3.82,Verde
3124,Calbuco,Araucanía,2028-07-20,4.63,Amarillo
3125,Llaima,Metropolitana,2028-07-21,2.32,Verde
3126,Calbuco,Biobío,2028-07-22,3.03,Verde
3127,Nevados de Chillán,Metropolitana,2028-07-23,5.36,Rojo
3128,Tupungatito,Maule,2028-07-24,4.8,Verde
3129,Villarrica,Biobío,2028-07-25,5.92,Amarillo
3130,Tupungatito,Metropolitana,2028-07-26,3.05,Verde
3131,Nevados de Chillán,Biobío,2028-07-27,2.99,Verde
3132,Tupungatito,Metropolitana,2028-07-28,3.23,Naranja
3133,Lonquimay,Biobío,2028-07-29,1.11,Naranja
3134,Villarrica,Metropolitana,2028-07-30,3.34,Verde
3135,Tupungatito,Biobío,2028-07-31,2.63,Verde
3136,Tupungatito,Biobío,2028-08-01,3.71,Naranja
3137,Llaima,Metropolitana,2028-08-02,5.58,Verde
3138,Villarrica,Maule,2028-08-03,2.51,Amarillo
3139,Llaima,Biobío,2028-08-04,6.79,Verde
3140,Tupungatito,Maule,2028-08-05,6.1,Rojo
3141,Llaima,Araucanía,2028-08-06,4.77,Verde
3142,Tupungatito,Maule,2028-08-07,4.2,Amarillo
3143,Villarrica,Maule,2028-08-08,5.88,Amarillo
3144,Lonquimay,Maule,2028-08-09,1.65,Verde
3145,Calbuco,Araucanía,2028-08-10,7.31,Verde
3146,Nevados de Chillán,Metropolitana,2028-08-11,1.19,Verde
3147,Nevados de Chillán,Metropolitana,2028-08-12,4.37,Verde
3148,Llaima,Araucanía,2028-08-13,5.71,Amarillo
3149,Tupungatito,Biobío,2028-08-14,5.01,Verde
3150,Calbuco,Maule,2028-08-15,6.91,Amarillo
