Fecha,Magnitud,Profundidad_km,Duracion_seg,Distancia_km,Region,Danos
2016-08-20 11:36:37.346489760,6.1,193.2,118.8,481.4,Metropolitana,0
2016-08-20 18:02:16.809120608,7.9,116.6,95.2,136.9,Metropolitana,0
2016-08-21 00:27:56.271751424,6.3,221.3,63.6,337.8,Valparaíso,0
2016-08-21 06:53:35.734382272,3.2,358.5,40.9,402.2,Valparaíso,0
2016-08-21 13:19:15.197013120,4.9,45.5,78.0,99.3,Arica y Parinacota,0
2016-08-21 19:44:54.659643968,6.5,111.9,32.6,486.6,Maule,0
2016-08-22 02:10:34.122274816,8.7,663.6,159.3,273.8,Los Ríos,1
2016-08-22 08:36:13.584905632,8.2,382.3,150.0,457.3,O'Higgins,0
2016-08-22 15:01:53.047536480,4.4,49.1,57.7,332.3,Maule,0
2016-08-22 21:27:32.510167328,4.3,486.7,29.4,325.1,Biobío,0
2016-08-23 03:53:11.972798176,4.2,48.0,63.3,173.4,Arica y Parinacota,0
2016-08-23 10:18:51.435429024,8.5,518.5,60.1,385.5,Valparaíso,0
2016-08-23 16:44:30.898059872,8.1,526.2,102.2,15.9,Valparaíso,1
2016-08-23 23:10:10.360690688,7.6,457.5,48.7,278.4,La Araucanía,0
2016-08-24 05:35:49.823321536,5.4,513.9,74.7,17.0,Magallanes,0
2016-08-24 12:01:29.285952384,6.0,66.1,58.6,154.1,Maule,0
2016-08-24 18:27:08.748583232,5.8,510.1,101.3,49.1,Tarapacá,0
2016-08-25 00:52:48.211214080,4.5,100.0,76.5,455.9,Arica y Parinacota,0
2016-08-25 07:18:27.673844896,6.0,241.0,119.9,314.5,Tarapacá,0
2016-08-25 13:44:07.136475744,3.2,660.2,28.4,334.6,Valparaíso,0
2016-08-25 20:09:46.599106592,3.8,354.5,22.5,425.7,Metropolitana,0
2016-08-26 02:35:26.061737440,8.3,677.4,96.7,366.8,Metropolitana,0
2016-08-26 09:01:05.524368288,7.5,66.8,46.9,63.0,Los Ríos,0
2016-08-26 15:26:44.986999136,5.5,336.9,42.2,309.2,Antofagasta,0
2016-08-26 21:52:24.449629952,6.1,48.4,85.2,489.1,Atacama,0
2016-08-27 04:18:03.912260800,5.2,443.0,72.2,107.8,Antofagasta,0
2016-08-27 10:43:43.374891648,7.4,59.7,41.8,310.2,Biobío,1
2016-08-27 17:09:22.837522496,7.7,126.9,89.7,282.2,Los Ríos,1
2016-08-27 23:35:02.300153344,7.6,184.9,98.4,196.4,Magallanes,1
2016-08-28 06:00:41.762784160,7.3,525.4,65.8,477.4,Maule,0
2016-08-28 12:26:21.225415008,4.2,119.0,75.9,178.8,Los Lagos,0
2016-08-28 18:52:00.688045856,5.0,593.4,37.1,47.7,Antofagasta,0
2016-08-29 01:17:40.150676704,5.8,96.7,51.1,481.3,La Araucanía,0
2016-08-29 07:43:19.613307552,5.0,29.5,36.8,364.9,Ñuble,0
2016-08-29 14:08:59.075938368,7.5,279.6,50.6,171.9,Magallanes,0
2016-08-29 20:34:38.538569216,5.0,685.7,90.9,141.0,Valparaíso,0
2016-08-30 03:00:18.001200064,3.8,81.7,34.8,464.1,Valparaíso,0
2016-08-30 09:25:57.463830912,5.4,75.7,85.5,137.5,Coquimbo,0
2016-08-30 15:51:36.926461760,8.9,527.1,101.6,269.0,Coquimbo,1
2016-08-30 22:17:16.389092608,4.4,222.0,64.0,108.3,Biobío,0
2016-08-31 04:42:55.851723424,6.7,503.5,126.8,497.6,Los Lagos,0
2016-08-31 11:08:35.314354272,5.6,144.0,98.9,385.0,O'Higgins,0
2016-08-31 17:34:14.776985120,3.4,324.8,20.5,284.2,Los Lagos,0
2016-08-31 23:59:54.239615968,5.9,189.4,104.3,373.2,Maule,0
2016-09-01 06:25:33.702246816,7.2,318.8,84.8,458.3,O'Higgins,1
2016-09-01 12:51:13.164877632,6.1,539.5,62.5,481.6,O'Higgins,0
2016-09-01 19:16:52.627508480,8.2,534.6,123.7,393.2,Biobío,1
2016-09-02 01:42:32.090139328,4.7,363.5,90.5,424.7,Ñuble,0
2016-09-02 08:08:11.552770176,3.5,650.2,22.4,199.5,Aysén,0
2016-09-02 14:33:51.015401024,8.6,188.3,142.1,196.5,Antofagasta,1
2016-09-02 20:59:30.478031840,5.3,172.0,42.7,404.3,Valparaíso,0
2016-09-03 03:25:09.940662688,6.5,431.6,69.6,380.1,Maule,0
2016-09-03 09:50:49.403293536,7.8,436.8,141.2,450.6,Coquimbo,1
2016-09-03 16:16:28.865924384,4.9,37.3,64.6,67.4,Atacama,0
2016-09-03 22:42:08.328555232,7.3,427.4,43.9,345.7,Los Ríos,1
2016-09-04 05:07:47.791186080,3.8,265.2,48.0,324.2,Aysén,0
2016-09-04 11:33:27.253816896,4.7,524.5,79.2,399.5,Maule,0
2016-09-04 17:59:06.716447744,3.9,566.6,50.4,13.3,Magallanes,0
2016-09-05 00:24:46.179078592,7.9,388.7,59.3,413.3,Coquimbo,0
2016-09-05 06:50:25.641709440,4.3,6.2,50.2,163.9,Valparaíso,0
2016-09-05 13:16:05.104340288,7.3,447.3,137.7,343.9,Biobío,0
2016-09-05 19:41:44.566971104,8.7,525.5,129.4,308.7,Biobío,1
2016-09-06 02:07:24.029601952,6.2,178.0,98.9,220.7,Biobío,0
2016-09-06 08:33:03.492232800,6.2,327.9,104.1,373.3,Magallanes,0
2016-09-06 14:58:42.954863648,5.8,676.2,36.9,480.6,Metropolitana,0
2016-09-06 21:24:22.417494496,5.0,212.2,68.6,162.4,O'Higgins,0
2016-09-07 03:50:01.880125344,5.9,160.1,62.8,374.5,Antofagasta,0
2016-09-07 10:15:41.342756160,6.6,151.5,46.8,158.0,Arica y Parinacota,0
2016-09-07 16:41:20.805387008,8.9,393.4,71.6,423.0,Ñuble,0
2016-09-07 23:07:00.268017856,8.6,665.1,143.8,219.2,Biobío,0
2016-09-08 05:32:39.730648704,8.2,428.0,60.9,225.2,Coquimbo,0
2016-09-08 11:58:19.193279552,8.3,215.8,80.4,386.2,Maule,0
2016-09-08 18:23:58.655910368,5.8,448.8,53.8,248.6,Los Lagos,0
2016-09-09 00:49:38.118541216,6.9,439.3,39.5,134.1,Maule,0
2016-09-09 07:15:17.581172064,8.4,419.9,100.2,497.8,Atacama,1
2016-09-09 13:40:57.043802912,5.4,115.8,89.0,310.5,Antofagasta,0
2016-09-09 20:06:36.506433760,8.8,446.0,46.9,322.9,Coquimbo,1
2016-09-10 02:32:15.969064576,5.5,304.0,36.8,323.6,Aysén,0
2016-09-10 08:57:55.431695424,6.6,17.9,104.3,441.8,Tarapacá,0
2016-09-10 15:23:34.894326272,7.3,380.1,101.5,92.8,Tarapacá,0
2016-09-10 21:49:14.356957120,8.7,692.5,136.8,30.5,Valparaíso,1
2016-09-11 04:14:53.819587968,4.5,248.1,38.0,194.0,Coquimbo,0
2016-09-11 10:40:33.282218816,7.5,676.1,127.9,282.9,Maule,0
2016-09-11 17:06:12.744849632,6.1,71.9,74.4,143.6,Los Ríos,0
2016-09-11 23:31:52.207480480,4.6,514.1,65.1,344.9,Atacama,0
2016-09-12 05:57:31.670111328,7.7,84.5,49.1,37.9,Arica y Parinacota,1
2016-09-12 12:23:11.132742176,6.3,195.1,50.9,395.6,Los Lagos,0
2016-09-12 18:48:50.595373024,7.0,401.7,116.2,359.3,La Araucanía,0
2016-09-13 01:14:30.058003840,4.9,417.0,41.0,107.8,Ñuble,0
2016-09-13 07:40:09.520634688,5.9,543.8,37.7,149.9,Valparaíso,0
2016-09-13 14:05:48.983265536,6.7,432.6,93.5,403.7,O'Higgins,0
2016-09-13 20:31:28.445896384,5.4,417.6,71.4,386.9,Aysén,0
2016-09-14 02:57:07.908527232,4.2,639.1,59.3,407.1,Metropolitana,0
2016-09-14 09:22:47.371158048,8.8,319.3,125.6,161.8,Antofagasta,1
2016-09-14 15:48:26.833788896,6.1,161.6,76.3,484.8,Atacama,0
2016-09-14 22:14:06.296419744,7.4,117.4,91.8,358.0,Los Ríos,0
2016-09-15 04:39:45.759050592,5.5,283.0,103.7,33.5,Biobío,0
2016-09-15 11:05:25.221681440,5.1,500.4,66.3,239.4,Ñuble,0
2016-09-15 17:31:04.684312288,5.4,34.6,77.0,332.6,Los Ríos,0
2016-09-15 23:56:44.146943104,5.5,94.7,49.5,85.2,La Araucanía,0
2016-09-16 06:22:23.609573952,6.3,78.7,113.8,451.0,Coquimbo,0
2016-09-16 12:48:03.072204800,6.3,411.7,33.8,377.3,Antofagasta,0
2016-09-16 19:13:42.534835648,6.0,173.8,80.2,41.6,Los Ríos,1
2016-09-17 01:39:21.997466496,3.8,120.6,40.9,456.7,La Araucanía,0
2016-09-17 08:05:01.460097312,6.0,417.0,84.4,202.8,O'Higgins,1
2016-09-17 14:30:40.922728160,4.0,534.1,41.6,226.8,Maule,0
2016-09-17 20:56:20.385359008,3.8,235.8,59.9,391.8,Metropolitana,0
2016-09-18 03:21:59.847989856,8.6,406.9,45.6,322.4,O'Higgins,1
2016-09-18 09:47:39.310620704,6.6,73.2,73.2,219.3,Los Lagos,0
2016-09-18 16:13:18.773251552,7.0,655.0,122.3,130.6,Tarapacá,0
2016-09-18 22:38:58.235882368,5.4,239.1,47.3,258.9,Ñuble,0
2016-09-19 05:04:37.698513216,8.5,698.3,49.2,290.0,Antofagasta,1
2016-09-19 11:30:17.161144064,6.8,685.1,84.6,315.8,Los Ríos,0
2016-09-19 17:55:56.623774912,7.6,546.3,149.3,302.9,Magallanes,0
2016-09-20 00:21:36.086405760,5.2,18.9,31.0,309.0,Aysén,0
2016-09-20 06:47:15.549036576,8.8,382.7,53.2,238.4,Los Ríos,1
2016-09-20 13:12:55.011667424,7.9,65.4,110.0,281.4,Atacama,0
2016-09-20 19:38:34.474298272,8.1,627.1,70.9,145.0,Magallanes,1
2016-09-21 02:04:13.936929120,4.0,553.8,44.6,80.0,Ñuble,0
2016-09-21 08:29:53.399559968,4.6,680.8,80.3,303.9,Tarapacá,0
2016-09-21 14:55:32.862190784,4.7,427.8,37.5,24.5,Antofagasta,0
2016-09-21 21:21:12.324821632,4.6,367.9,72.6,33.5,O'Higgins,0
2016-09-22 03:46:51.787452480,8.1,365.7,101.8,124.4,Magallanes,1
2016-09-22 10:12:31.250083328,3.2,273.6,59.4,98.0,Ñuble,0
2016-09-22 16:38:10.712714176,3.5,330.7,68.6,187.7,La Araucanía,0
2016-09-22 23:03:50.175345024,4.6,446.6,56.5,186.3,La Araucanía,0
2016-09-23 05:29:29.637975840,4.2,653.4,57.8,59.3,Metropolitana,0
2016-09-23 11:55:09.100606688,4.4,419.1,71.2,124.0,Valparaíso,0
2016-09-23 18:20:48.563237536,7.8,600.7,76.3,3.3,Valparaíso,1
2016-09-24 00:46:28.025868384,6.4,604.6,53.8,176.1,Tarapacá,0
2016-09-24 07:12:07.488499232,3.0,365.6,58.4,398.4,O'Higgins,0
2016-09-24 13:37:46.951130048,5.6,246.5,64.3,133.8,Biobío,0
2016-09-24 20:03:26.413760896,5.4,449.5,27.1,322.0,La Araucanía,0
2016-09-25 02:29:05.876391744,3.7,314.9,65.0,50.0,Valparaíso,0
2016-09-25 08:54:45.339022592,7.1,61.6,99.4,7.1,Magallanes,0
2016-09-25 15:20:24.801653440,7.2,267.6,54.2,249.7,Aysén,0
2016-09-25 21:46:04.264284288,7.3,695.9,39.8,231.3,Biobío,0
2016-09-26 04:11:43.726915104,7.4,38.7,69.4,96.6,Coquimbo,1
2016-09-26 10:37:23.189545952,3.0,489.2,56.8,144.0,Ñuble,0
2016-09-26 17:03:02.652176800,8.7,589.6,165.3,16.3,Magallanes,1
2016-09-26 23:28:42.114807648,7.9,455.9,76.4,399.1,Los Ríos,0
2016-09-27 05:54:21.577438496,8.4,401.0,147.3,151.3,Coquimbo,1
2016-09-27 12:20:01.040069312,3.1,496.8,36.0,110.5,Aysén,0
2016-09-27 18:45:40.502700160,8.6,303.4,127.4,402.5,Tarapacá,0
2016-09-28 01:11:19.965331008,7.9,68.5,79.1,20.6,Los Ríos,1
2016-09-28 07:36:59.427961856,8.0,673.8,101.9,143.0,Tarapacá,0
2016-09-28 14:02:38.890592704,3.6,305.4,33.9,132.1,Los Lagos,0
2016-09-28 20:28:18.353223520,7.4,467.4,43.8,132.2,Metropolitana,1
2016-09-29 02:53:57.815854368,8.8,374.3,62.4,6.7,Biobío,1
2016-09-29 09:19:37.278485216,7.1,43.0,66.5,467.4,Coquimbo,0
2016-09-29 15:45:16.741116064,6.4,667.2,125.7,432.2,Los Ríos,0
2016-09-29 22:10:56.203746912,8.7,555.8,169.5,207.8,Metropolitana,1
2016-09-30 04:36:35.666377760,5.7,108.6,99.3,223.3,O'Higgins,0
2016-09-30 11:02:15.129008576,6.6,687.2,56.0,262.6,Atacama,0
2016-09-30 17:27:54.591639424,5.9,517.1,68.6,239.7,Coquimbo,0
2016-09-30 23:53:34.054270272,8.6,333.3,99.7,389.8,Magallanes,1
2016-10-01 06:19:13.516901120,3.5,429.9,37.8,244.7,Arica y Parinacota,0
2016-10-01 12:44:52.979531968,6.0,79.2,34.0,95.2,Valparaíso,0
2016-10-01 19:10:32.442162784,7.1,394.5,92.4,59.4,Los Ríos,0
2016-10-02 01:36:11.904793632,7.8,56.2,47.5,459.2,Magallanes,1
2016-10-02 08:01:51.367424480,6.5,383.7,110.7,25.1,Los Ríos,0
2016-10-02 14:27:30.830055328,8.5,389.1,130.6,448.9,La Araucanía,0
2016-10-02 20:53:10.292686176,8.7,612.7,89.5,345.5,Arica y Parinacota,1
2016-10-03 03:18:49.755316992,3.4,508.9,50.0,202.9,Antofagasta,0
2016-10-03 09:44:29.217947840,5.4,178.4,45.9,94.4,Ñuble,0
2016-10-03 16:10:08.680578688,3.1,622.5,27.8,155.9,Los Ríos,0
2016-10-03 22:35:48.143209536,5.0,403.4,48.6,265.4,Antofagasta,0
2016-10-04 05:01:27.605840384,6.2,426.4,105.1,328.8,Los Lagos,0
2016-10-04 11:27:07.068471232,8.5,122.4,69.4,346.0,Magallanes,1
2016-10-04 17:52:46.531102048,8.1,601.2,108.9,224.2,Metropolitana,1
2016-10-05 00:18:25.993732896,3.8,652.0,30.4,187.6,Biobío,0
2016-10-05 06:44:05.456363744,3.6,543.6,33.4,384.4,Ñuble,0
2016-10-05 13:09:44.918994592,6.5,658.8,55.5,462.8,Tarapacá,0
2016-10-05 19:35:24.381625440,6.2,215.1,91.0,457.3,Biobío,0
2016-10-06 02:01:03.844256256,4.6,603.5,59.3,276.3,Aysén,0
2016-10-06 08:26:43.306887104,8.4,344.8,132.9,40.4,Maule,0
2016-10-06 14:52:22.769517952,8.6,118.9,71.4,37.6,Atacama,1
2016-10-06 21:18:02.232148800,5.4,469.8,27.7,202.0,Biobío,0
2016-10-07 03:43:41.694779648,8.3,480.5,126.2,366.7,Valparaíso,0
2016-10-07 10:09:21.157410496,5.3,204.4,35.6,249.2,Valparaíso,0
2016-10-07 16:35:00.620041312,7.4,24.1,64.3,314.1,Tarapacá,0
2016-10-07 23:00:40.082672160,5.9,143.9,56.6,421.8,La Araucanía,0
2016-10-08 05:26:19.545303008,3.7,282.8,59.9,21.1,Ñuble,0
2016-10-08 11:51:59.007933856,8.6,121.5,123.7,462.0,Aysén,0
2016-10-08 18:17:38.470564704,5.7,139.9,44.3,166.1,Biobío,0
2016-10-09 00:43:17.933195520,7.4,277.0,103.4,24.3,Magallanes,1
2016-10-09 07:08:57.395826368,5.2,673.4,81.2,417.9,Atacama,0
2016-10-09 13:34:36.858457216,3.1,536.1,33.6,467.1,Magallanes,0
2016-10-09 20:00:16.321088064,3.6,227.2,31.3,384.5,Tarapacá,0
2016-10-10 02:25:55.783718912,6.0,666.4,91.1,402.5,Ñuble,0
2016-10-10 08:51:35.246349728,7.1,453.7,100.6,435.8,Los Lagos,0
2016-10-10 15:17:14.708980576,5.0,321.5,30.8,261.7,Arica y Parinacota,0
2016-10-10 21:42:54.171611424,7.2,330.5,108.0,340.6,Aysén,0
2016-10-11 04:08:33.634242272,7.2,290.5,88.8,143.9,Ñuble,1
2016-10-11 10:34:13.096873120,7.2,166.9,117.4,125.6,Metropolitana,0
2016-10-11 16:59:52.559503968,6.0,273.7,47.2,304.9,Coquimbo,0
2016-10-11 23:25:32.022134784,8.5,371.9,75.4,367.6,Biobío,1
2016-10-12 05:51:11.484765632,5.9,372.0,77.6,199.2,Coquimbo,0
2016-10-12 12:16:50.947396480,5.7,534.4,69.7,200.7,Antofagasta,0
2016-10-12 18:42:30.410027328,4.2,254.4,45.3,477.2,Arica y Parinacota,0
2016-10-13 01:08:09.872658176,4.8,503.2,77.7,259.7,Antofagasta,0
2016-10-13 07:33:49.335288992,3.3,406.8,44.5,493.2,Maule,0
2016-10-13 13:59:28.797919840,6.8,673.5,106.4,431.6,Los Lagos,0
2016-10-13 20:25:08.260550688,4.5,272.8,32.8,320.2,Los Lagos,0
2016-10-14 02:50:47.723181536,4.8,631.3,76.5,5.6,Atacama,0
2016-10-14 09:16:27.185812384,7.6,575.3,90.6,148.7,Aysén,0
2016-10-14 15:42:06.648443232,5.0,448.2,27.5,209.4,Coquimbo,0
2016-10-14 22:07:46.111074048,4.5,459.9,38.3,326.8,Valparaíso,0
2016-10-15 04:33:25.573704896,4.0,63.8,21.5,198.4,Aysén,0
2016-10-15 10:59:05.036335744,7.6,665.4,90.1,414.1,Los Ríos,1
2016-10-15 17:24:44.498966592,3.8,79.3,37.6,331.8,Maule,0
2016-10-15 23:50:23.961597440,5.7,396.4,112.9,174.2,Los Ríos,0
2016-10-16 06:16:03.424228256,6.0,234.4,108.2,392.4,Coquimbo,0
2016-10-16 12:41:42.886859104,7.1,303.7,123.4,152.2,Magallanes,0
2016-10-16 19:07:22.349489952,6.8,429.1,85.1,32.3,Metropolitana,0
2016-10-17 01:33:01.812120800,7.9,636.7,135.1,87.1,Maule,0
2016-10-17 07:58:41.274751648,3.3,323.0,29.7,2.4,Arica y Parinacota,0
2016-10-17 14:24:20.737382464,4.8,691.5,64.4,416.3,Tarapacá,0
2016-10-17 20:50:00.200013312,4.7,417.0,51.2,313.9,Coquimbo,0
2016-10-18 03:15:39.662644160,3.9,116.6,29.5,285.7,Coquimbo,0
2016-10-18 09:41:19.125275008,4.7,137.1,28.6,331.4,La Araucanía,0
2016-10-18 16:06:58.587905856,4.9,502.7,65.5,327.1,Los Ríos,0
2016-10-18 22:32:38.050536704,6.1,40.0,39.4,283.2,Maule,0
2016-10-19 04:58:17.513167520,7.0,338.8,110.4,421.4,Biobío,0
2016-10-19 11:23:56.975798368,5.3,108.0,99.8,221.0,Aysén,0
2016-10-19 17:49:36.438429216,7.3,306.1,54.3,402.6,Metropolitana,0
2016-10-20 00:15:15.901060064,5.0,526.2,60.3,393.5,Ñuble,0
2016-10-20 06:40:55.363690912,4.7,323.9,75.6,100.6,Maule,0
2016-10-20 13:06:34.826321728,6.2,118.6,57.7,227.4,Biobío,0
2016-10-20 19:32:14.288952576,3.1,180.1,58.3,417.6,Metropolitana,0
2016-10-21 01:57:53.751583424,3.5,260.4,64.1,415.6,Valparaíso,0
2016-10-21 08:23:33.214214272,5.5,53.3,36.1,13.0,Valparaíso,0
2016-10-21 14:49:12.676845120,8.7,411.1,47.1,112.3,Los Ríos,1
2016-10-21 21:14:52.139475936,7.3,427.2,143.4,212.5,Arica y Parinacota,1
2016-10-22 03:40:31.602106784,3.5,48.2,67.7,24.5,Los Ríos,0
2016-10-22 10:06:11.064737632,8.1,284.6,91.8,131.1,Metropolitana,1
2016-10-22 16:31:50.527368480,7.4,292.7,42.6,129.9,Atacama,1
2016-10-22 22:57:29.989999328,6.7,237.0,95.7,108.1,La Araucanía,0
2016-10-23 05:23:09.452630176,7.9,392.6,74.3,198.9,Ñuble,1
2016-10-23 11:48:48.915260992,5.4,245.4,102.9,406.7,Antofagasta,0
2016-10-23 18:14:28.377891840,4.3,294.4,72.8,122.8,Arica y Parinacota,0
2016-10-24 00:40:07.840522688,6.1,559.3,89.9,291.5,Metropolitana,0
2016-10-24 07:05:47.303153536,6.3,117.7,58.4,279.2,Ñuble,0
2016-10-24 13:31:26.765784384,6.2,435.3,96.2,409.1,Aysén,0
2016-10-24 19:57:06.228415200,6.4,356.4,59.8,197.6,Los Ríos,0
2016-10-25 02:22:45.691046048,8.7,217.0,48.4,112.6,Maule,0
2016-10-25 08:48:25.153676896,8.4,510.6,106.1,445.9,Arica y Parinacota,0
2016-10-25 15:14:04.616307744,8.3,388.1,102.3,416.6,Los Ríos,1
2016-10-25 21:39:44.078938592,7.8,336.8,128.3,311.1,Tarapacá,0
2016-10-26 04:05:23.541569440,8.7,469.0,156.5,47.5,Ñuble,1
2016-10-26 10:31:03.004200256,3.6,562.6,37.1,9.0,Atacama,0
2016-10-26 16:56:42.466831104,4.6,681.0,54.0,92.1,Maule,0
2016-10-26 23:22:21.929461952,6.0,442.4,72.3,99.1,Ñuble,0
2016-10-27 05:48:01.392092800,8.1,612.7,79.9,69.0,O'Higgins,1
2016-10-27 12:13:40.854723648,6.0,5.8,96.9,131.8,Arica y Parinacota,0
2016-10-27 18:39:20.317354464,7.5,373.5,96.2,169.6,La Araucanía,1
2016-10-28 01:04:59.779985312,3.8,154.2,71.1,377.5,Biobío,0
2016-10-28 07:30:39.242616160,4.5,70.5,66.4,355.1,Biobío,0
2016-10-28 13:56:18.705247008,7.4,374.7,60.5,53.1,Aysén,1
2016-10-28 20:21:58.167877856,4.0,524.0,29.9,488.6,Atacama,0
2016-10-29 02:47:37.630508672,5.1,291.5,54.0,376.3,Los Lagos,0
2016-10-29 09:13:17.093139520,4.6,470.7,46.9,82.6,Maule,0
2016-10-29 15:38:56.555770368,5.1,345.4,56.6,63.1,Aysén,0
2016-10-29 22:04:36.018401216,7.2,308.8,55.8,44.7,Tarapacá,0
2016-10-30 04:30:15.481032064,5.2,206.7,102.3,366.2,Tarapacá,0
2016-10-30 10:55:54.943662912,6.3,270.9,45.3,118.9,Valparaíso,0
2016-10-30 17:21:34.406293728,3.6,248.1,53.2,37.4,Magallanes,0
2016-10-30 23:47:13.868924576,7.8,454.1,40.5,211.5,Valparaíso,0
2016-10-31 06:12:53.331555424,5.2,85.6,57.7,354.6,Los Ríos,0
2016-10-31 12:38:32.794186272,6.9,69.4,66.5,153.0,Valparaíso,1
2016-10-31 19:04:12.256817120,7.4,463.7,79.4,241.8,Ñuble,0
2016-11-01 01:29:51.719447936,4.3,384.7,53.6,97.1,Arica y Parinacota,0
2016-11-01 07:55:31.182078784,8.3,304.0,116.2,215.1,Maule,1
2016-11-01 14:21:10.644709632,6.7,110.9,92.1,180.1,Aysén,0
2016-11-01 20:46:50.107340480,5.6,290.7,81.0,217.5,La Araucanía,0
2016-11-02 03:12:29.569971328,4.1,553.9,72.4,233.4,Los Ríos,0
2016-11-02 09:38:09.032602144,8.7,623.3,159.2,47.1,Tarapacá,1
2016-11-02 16:03:48.495232992,7.5,493.3,120.4,47.6,Metropolitana,1
2016-11-02 22:29:27.957863840,4.2,46.6,26.0,131.0,Arica y Parinacota,0
2016-11-03 04:55:07.420494688,5.0,470.9,97.1,58.8,Arica y Parinacota,0
2016-11-03 11:20:46.883125536,7.9,172.5,151.8,127.1,Biobío,1
2016-11-03 17:46:26.345756384,7.2,224.1,112.9,13.2,Magallanes,0
2016-11-04 00:12:05.808387200,7.6,141.1,97.0,176.0,Maule,0
2016-11-04 06:37:45.271018048,5.6,544.2,49.1,107.5,Metropolitana,0
2016-11-04 13:03:24.733648896,7.3,455.8,119.3,446.2,Los Lagos,1
2016-11-04 19:29:04.196279744,5.3,430.2,96.3,429.2,Coquimbo,0
2016-11-05 01:54:43.658910592,4.3,469.2,64.4,150.9,Ñuble,0
2016-11-05 08:20:23.121541408,6.8,169.6,98.2,238.3,Antofagasta,0
2016-11-05 14:46:02.584172256,8.9,314.0,70.3,477.9,O'Higgins,1
2016-11-05 21:11:42.046803104,4.9,445.1,50.8,262.5,Arica y Parinacota,0
2016-11-06 03:37:21.509433952,5.8,447.4,91.9,424.4,O'Higgins,0
2016-11-06 10:03:00.972064800,7.0,555.3,36.8,413.4,Los Ríos,0
2016-11-06 16:28:40.434695648,6.2,204.5,90.6,470.7,Atacama,0
2016-11-06 22:54:19.897326464,8.1,540.4,133.7,153.5,Tarapacá,0
2016-11-07 05:19:59.359957312,7.6,310.9,76.2,22.7,Metropolitana,1
2016-11-07 11:45:38.822588160,3.3,470.8,20.3,52.9,Atacama,0
2016-11-07 18:11:18.285219008,9.0,321.7,155.6,286.1,Los Ríos,1
2016-11-08 00:36:57.747849856,7.5,664.3,53.5,265.6,Atacama,1
2016-11-08 07:02:37.210480672,8.2,129.6,86.6,149.9,Valparaíso,1
2016-11-08 13:28:16.673111520,6.9,474.1,107.7,125.1,Tarapacá,0
2016-11-08 19:53:56.135742368,8.1,405.7,139.8,355.0,Coquimbo,0
2016-11-09 02:19:35.598373216,3.7,125.0,66.4,170.9,Maule,0
2016-11-09 08:45:15.061004064,5.1,50.9,66.1,302.4,La Araucanía,0
2016-11-09 15:10:54.523634880,8.3,560.4,100.7,356.4,Antofagasta,1
2016-11-09 21:36:33.986265728,4.2,114.4,74.4,215.8,Atacama,0
2016-11-10 04:02:13.448896576,3.5,134.6,47.1,97.5,Los Ríos,0
2016-11-10 10:27:52.911527424,7.7,685.0,105.3,430.5,Antofagasta,0
2016-11-10 16:53:32.374158272,8.0,503.5,92.1,47.7,Aysén,1
2016-11-10 23:19:11.836789120,4.0,179.1,42.4,414.9,Aysén,0
2016-11-11 05:44:51.299419936,8.1,415.7,98.9,418.5,Metropolitana,1
2016-11-11 12:10:30.762050784,7.1,376.2,74.4,285.9,Los Ríos,0
2016-11-11 18:36:10.224681632,6.1,591.9,61.9,315.1,Los Ríos,0
2016-11-12 01:01:49.687312480,8.0,511.9,159.2,179.7,Antofagasta,1
2016-11-12 07:27:29.149943328,5.5,583.0,55.2,421.0,Metropolitana,0
2016-11-12 13:53:08.612574144,4.2,152.0,37.2,132.6,Coquimbo,0
2016-11-12 20:18:48.075204992,4.7,450.0,48.5,280.3,Antofagasta,0
2016-11-13 02:44:27.537835840,6.0,33.0,83.2,1.9,Arica y Parinacota,0
2016-11-13 09:10:07.000466688,6.2,52.9,115.7,470.0,Coquimbo,0
2016-11-13 15:35:46.463097536,7.8,500.9,131.2,474.2,Maule,0
2016-11-13 22:01:25.925728384,7.7,22.0,135.8,355.5,Ñuble,1
2016-11-14 04:27:05.388359200,6.5,407.9,116.3,212.2,Atacama,0
2016-11-14 10:52:44.850990048,7.7,589.1,144.8,90.1,Magallanes,1
2016-11-14 17:18:24.313620896,4.2,269.1,35.8,246.7,Maule,0
2016-11-14 23:44:03.776251744,3.3,36.2,39.2,395.9,La Araucanía,0
2016-11-15 06:09:43.238882592,8.2,501.1,88.4,303.0,Biobío,0
2016-11-15 12:35:22.701513408,3.5,651.1,37.5,264.2,Ñuble,0
2016-11-15 19:01:02.164144256,4.5,503.4,66.5,424.9,Antofagasta,0
2016-11-16 01:26:41.626775104,7.2,407.0,79.4,157.3,O'Higgins,1
2016-11-16 07:52:21.089405952,5.5,164.9,78.3,430.1,Coquimbo,0
2016-11-16 14:18:00.552036800,8.3,15.7,89.1,220.3,Valparaíso,1
2016-11-16 20:43:40.014667616,4.8,487.8,46.4,2.2,Magallanes,0
2016-11-17 03:09:19.477298464,3.1,165.6,31.9,366.2,Atacama,0
2016-11-17 09:34:58.939929312,4.8,601.4,81.9,439.0,Magallanes,0
2016-11-17 16:00:38.402560160,6.5,329.1,91.1,242.7,Valparaíso,0
2016-11-17 22:26:17.865191008,5.3,373.8,103.9,227.9,Antofagasta,0
2016-11-18 04:51:57.327821856,6.2,529.0,108.4,402.9,Metropolitana,0
